sentence,aspect,theme,description
"2) Using the word ""task"" in describing ""joint training"" of the generative, discriminative, and classification networks is very confusing (since ""task"" is used for the continual learning description too,",asp_clarity,MET,Unclear description of method
"The method is difficult to understand, missing many details and essential explanation, and generally does not support a significant contribution.",asp_clarity,MET,Unclear description of method
"In equations 1 and 2, should a, b be written in capital? Since they represent random variables.",asp_clarity,MET,Unclear description of method
"Moreover, the way classical models are casted under the InfoNCE principle is badly written: it assumes that readers have a very good knowledge of the models, and the paper does not show well the mapping between the loss function of each model and the InfoNCE criterion.",asp_clarity,MET,Unclear description of method
"It gives technical details that could (in my opinion) get ignored, and I would clearly prefer to catch the main differences between the different models that being flooded by technical details.",asp_clarity,MET,Unclear description of method
"Here again, the article moves from technical details (e.g ""hidden state of the first token (assumed to be a special start of sentence symbol "") without providing formal definitions.",asp_clarity,MET,Unclear description of method
J_MLM is also not clear since x_i is never defined (I assume it is x_{i:i}).,asp_clarity,MET,Unclear description of method
"but the way the paper is written makes it very difficult to follow, and the description of the proposed model is unclear (making the experiments difficult to reproduce) and lacks of a better discussion about the interest of mixing multiple loss.",asp_clarity,MET,Unclear description of method
"There is a little typo in Formula 1 for the STFT spectrogram, I would use the modulus |.| rather than || . ||.",asp_clarity,MET,Unclear description of method
I am a bit unclear about how comparisons are made to other methods that do not optimize for small numbers of parameters? Do you compare against the lowest error network found by LEMONADE? The closest match in # of parameters?,asp_clarity,MET,Unclear description of method
I identify this ambiguity between BERTScore versions as an important weakness of the paper.,asp_clarity,MET,Unclear description of method
"Notably, I'm actually unsure whether you compute IDF over words or word pieces, and how this is applied.",asp_clarity,MET,Unclear description of method
"I found the method section a bit difficult to read though, and even after several readings I cannot get my head around it. Specifically, here are some issues that I hope the Authors could clarify.",asp_clarity,MET,Unclear description of method
- There is a typo in equation 6,asp_clarity,MET,Unclear description of method
"In addition, Procedure 1 is not referenced in the text which makes is hard to understand the utility of the same.",asp_clarity,MET,Unclear description of method
"- I understand the upper bounds on the singular values, but I am not sure how they relate to inverse stability.",asp_clarity,MET,Unclear description of method
The paper seems to lack clarity on certain design/ architecture/ model decisions.,asp_clarity,MET,Unclear description of method
"For example, the authors did not justify why VGMM model was chosen and how does it compare to other density estimators.",asp_clarity,MET,Unclear description of method
"Also, I had to go through a large chunk of the paper before coming across the exact setup.",asp_clarity,MET,Unclear description of method
"- Page 8: ""differntiable methods for NAS."" differentiable is misspelled.",asp_clarity,MET,Unclear description of method
I did not completely follow the arguments towards directed graph deconvolution operators.,asp_clarity,MET,Unclear description of method
"A clearer explanation of the theory here would help, as I think Fourier's theorem nicely supports your claims.",asp_clarity,MET,Unclear description of method
"However, the motivation and benefits of introducing a parent and child variational approximation are not discussed adequately.",asp_clarity,MET,Unclear description of method
I also struggled a little to understand what is the difference between forward interpolate and filtering.,asp_clarity,MET,Unclear description of method
"While the generation of this type of explanations is somewhat novel, from the text it seems that the proposed method may not be able to indicate what part of the image content drove the model to predict class A. Is this indeed the case?",asp_clarity,MET,Unclear description of method
1) There is no clear rationale on why we need a new model based on Transformers for this task.,asp_clarity,MET,Unclear description of method
"Clarification regarding lemma 1: it seems that if the true posterior cannot be expressed by q, a gap will necessarily remain, even in the “limit” of perfect learning. Is this correct?",asp_clarity,MET,Unclear description of method
- Lambda sim and lambda s are used interchangeably. Please make it consistent.,asp_clarity,MET,Unclear description of method
