sentence,index,review_action,fine_review_action,aspect,target
"BSD 500 only contains 500 images, and it would be good if more diverse set of images are considered.",,arg_request,arg-request_experiment,asp_substance,2
Other domain transfer settings such as synthetic rendered vs. real (e.g. visDA challenge) could have been considered.,,arg_request,arg-request_experiment,asp_substance,2
"Did the authors also examine the relationship between mutual information and generalization error for CIFAR data sets? Does it not make sense to examine this for all (most of) the setups considered in Table 4, 8, and 9.",,arg_request,arg-request_explanation,asp_substance,0
"In these tables, how do the authors decide which hidden layer representations should be explored for their statistical characteristics?",,arg_request,arg-request_clarification,asp_soundness-correctness,4
"The reviewer feels that for CIFAR-10 and 100, some regularizers do consistently give best or close to best networks. Could the authors comment on this?",,arg_request,arg-request_clarification,asp_soundness-correctness,4
"It should be pointed out that the D in the hinge loss represents a neural network output without range restriction, while the D in the non-saturating loss represents sigmoid output, limiting to take in [0,1].",,arg_request,arg-request_edit,asp_substance,1
"In addition to report the median scores, standard deviations should be reported.",,arg_request,arg-request_experiment,asp_substance,2
It would be more convincing to see more experiments.,,arg_request,arg-request_experiment,asp_substance,2
"I would have been interested in ""false detection"" experiments: comparing estimator in a variety of problems where the mutual information is zero, but for different marginal distribution.",,arg_request,arg-request_experiment,asp_substance,2
Is it the data fit of the neural networks? With what specific measure?,,arg_request,arg-request_explanation,asp_substance,0
"In its current state, I am not sure that it adds a lot to the manuscript.",,arg_request,arg-request_experiment,asp_substance,2
It would be helpful to note in the description of Table 3 what is better (higher/lower).,,arg_request,arg-request_edit,asp_clarity,1
Also Table 3 seems to have standard deviations missing in Supervised DCGANs and Improved GAN for 4000 labels. And is there an explanation on why there isn’t an improvement in the FID score of SVHN for 1000 labels?,,arg_request,arg-request_explanation,asp_soundness-correctness,0
"What is the first line of Table 4? Is it supposed to be combined with the second? If not, then it is missing results. And is the Pi model missing results or can it not be run on too few labels? If it can’t be run, it would be helpful to state this.",,arg_request,arg-request_clarification,asp_clarity,4
"On page 11, “in Figure A2” the first word needs to be capitalized.",,arg_request,arg-request_typo,asp_clarity,3
"In Figure A1, why is there a dark point at one point in the inner circle? What makes the gradient super high there?",,arg_request,arg-request_clarification,asp_clarity,4
What are the differences of the 6 pictures in Figure A7? Iterations?,,arg_request,arg-request_clarification,asp_clarity,4
"Can the author be more specific about the x-axis in the illustration 1.a and 1.b? If I understand correctly, they are not the number of trails.",,arg_request,arg-request_explanation,asp_substance,0
I also suggest the paper discusses e-SNLI a bit more.,,arg_request,arg-request_edit,asp_meaningful-comparison,1
-	Should the title of the paper specify the paper is about “language-based” abductive reasoning.,,arg_request,arg-request_edit,asp_soundness-correctness,1
-,,arg_request,arg-request_typo,asp_soundness-correctness,3
"Do you agree that for this reason, all the experiments on the synthetic dataset is flawed?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"The main problems come from the experiments, which I would ask for more things.",,arg_request,arg-request_experiment,asp_substance,2
So how importance of each component to the whole framework? I would ask for the ablation study/additional experiments of using each component.,,arg_request,arg-request_experiment,asp_substance,2
How about combining only Pose2Pose/ Pose2Frame  with pix2pixHD? Whether the performance can get improved?,,arg_request,arg-request_experiment,asp_substance,2
"- Authors claim to identify a fundamental problem with the existing generative models for point clouds, yet Section 2 tries to show that a _specific version_ that uses DeepSet does not satisfy theoretical guarantees. What if we use e.g. a recurrent network instead?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
I think that this is the crux of the paper that should be significantly expanded and experimentally validated.,,arg_request,arg-request_experiment,asp_substance,2
* The baselines in the experiments could be improved.,,arg_request,arg-request_experiment,asp_substance,2
"Secondly, it would be good to include a GAN-based baseline such as GAIN, as well as some more classic feature imputation method, e.g. MICE or MissForest.",,arg_request,arg-request_experiment,asp_substance,2
"1. Could you comment on the differences in your setup in Section 4.1 compared to the VAEAC paper? I’ve noticed that the results you report for this method significantly differ from the original paper, e.g. for VAEAC on Phishing dataset you report PFC of 0.24, whereas the original paper reports 0.394; for Mushroom it’s 0.403 vs. 0.244. I’ve compared the experimental details yet couldn’t find any differences, for example the missing rate is 0.5 in both papers.",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"2. How do you explain that all methods have NRMSE > 1 on the Glass dataset (Table 1), meaning that they all most likely perform worse than a constant baseline?",,arg_request,arg-request_clarification,asp_soundness-correctness,4
* Contributions (1) and (2) should be merged together.,,arg_request,arg-request_edit,asp_clarity,1
*,,arg_request,arg-request_typo,asp_clarity,3
* Page 2: “This algorithm needs complete data during training cannot learn from partially-observed data only.”,,arg_request,arg-request_edit,asp_soundness-correctness,1
*,,arg_request,arg-request_edit,asp_clarity,1
"* Page 4, bottom: use Bernoulli distribution -> use factorized/independent Bernoulli distribution",,arg_request,arg-request_edit,asp_soundness-correctness,1
"* Page 5, bottom: the word “simply” is used twice",,arg_request,arg-request_typo,asp_clarity,3
* Page 9: learn to useful -> learn useful,,arg_request,arg-request_typo,asp_clarity,3
* Page 9: term is included -> term included,,arg_request,arg-request_typo,asp_clarity,3
* Page 9: variable follows Bernoulli -> variable following Bernoulli,,arg_request,arg-request_typo,asp_clarity,3
*,,arg_request,arg-request_typo,asp_clarity,3
"This also makes me wonder if this paper is more suitable for a journal - both in terms of the extensive supplementary material (e.g., curvature sampling algorithm and other details can be found only in supplementary), as well as the more rigorous review process that a journal paper goes through.",,arg_request,arg-request_edit,asp_clarity,1
