text,index,review_action,target
"The most similar paper at the same period is [Z Hu, arXiv:1905.13728]",,arg_fact,0
.,,none,0
I read both papers and found they have similar idea about PT although they have different designs.,,arg_fact,0
"This paper leverages graph structure (e.g., context neighbors) and supervised labels/attributes (e.g., node attributes, graph labels) for PT.",,arg_fact,0
These strategies are not surprising for me and the novelty is incremental.,,arg_evaluative,0
Experiment: The experiments are overall good.,,arg_evaluative,0
The authors created two new large scale pre-training graph datasets.,,arg_fact,0
Experimental results of different GNN architectures w/o different PT for different tasks are provided.,,arg_evaluative,0
"Comparing to non-pretraining GNN, the improvements are significant for most cases.",,arg_evaluative,0
Writing: The writing is good and easy to follow.,,arg_evaluative,0
"Questions: I would like to see more discussion about difference between this work and [Z Hu, arXiv:1905.13728].",,arg_request,1
"Comparing to the other work, what are strengths of this work? In addition, have the authors compared the performances of their work and [Z Hu, arXiv:1905.13728] using the same data?",,arg_request,1
"The paper builds upon Deep Image Prior (DIP) - work which shows that one can optimize a neural generator to fit a single image without learning on any dataset, and the output of the generator (which approximates the image) can be used for denoising / super resolution / etc.",,arg_structuring,0
"The paper proposes a new architecture for the DIP method which has much less parameters, but works on par with DIP.",,arg_structuring,0
Another contribution of the paper is theoretical treatment of (a simplified version of) the proposed architecture showing that it can’t fit random noise (and thus maybe better suited for denoising).,,arg_structuring,0
"The paper is clearly written, and the proposed architecture has too cool properties: it’s compact enough to be used for image compression; and it doesn’t overfit thus making early stopping notnesesary (which was crucial for the original DIP model).",,arg_evaluative,0
I have two main concerns about this paper.,,arg_structuring,0
"First, it is somewhat misleading about its contributions: it's not obvious from abstract/introduction that the whole model is the same as DIP except for the proposed architecture.",,arg_evaluative,0
"Specifically, the first contribution listed in the introduction makes it look like this paper introduces the idea of not learning the decoder on the dataset (the one that starts with “The network is not learned and itself incorporates all assumptions on the data.”).",,arg_evaluative,0
My second concern is about the theoretical contribution.,,arg_structuring,0
"On the one hand, I enjoyed the angle the authors tackled proving that the network architecture is underparameterized enough to be a good model for denoising.",,arg_evaluative,0
"On the other hand, the obtained results are very weak: only one layered version of the paper is analysed and the theorem applies only to networks with less than some threshold of parameters.",,arg_evaluative,0
"Roughly, the theorem states that if for example we fix any matrix B of size e.g. 256 x k and matrix U of size 512 x 256 and then compute U relu(B C) where C is the vector of parameters of size k x 1, AND if k < 2.5 (i.e. if we use at most 2 parameters), then it would be very hard to fit 512 iid gaussian values (i.e. min_C ||U relu(B C) - eta|| where eta ~ N(0, 1)).",,arg_evaluative,0
"This restriction of the number of parameters to be small is only mentioned in the theorem itself, not in the discussion of its implications.",,arg_evaluative,0
"Also, the theorem only applies to the iid noise, while most natural noise patterns have structure (e.g. JPEG artifacts, broken pixels, etc) and thus can probably be better approximated with deep models.",,arg_fact,0
"Since the paper manages to use very few parameters (BTW, how many parameters in total do you have? Can you please add this number to the text?), it would be cool to see if second order methods like LBFGS can be applied here.",,arg_request,1
Some less important points:,,arg_structuring,0
Fig 4 is very confusing.,,arg_evaluative,0
"First, it doesn’t label the X axis.",,arg_request,1
"Second, the caption mentions that early stopping is beneficial for the proposed method, but I can’t see it from the figure.",,arg_request,1
"Third, I don’t get what is plotted on different subplots.",,arg_request,1
"The text mentions that (a) is fitting the noisy image, (b) is fitting the noiseless image, and (c) is fitting noise. Is it all done independently with three different models?",,arg_request,1
"Then why does the figure says test and train loss? And why DIP loss goes up, it should be able to fit anything, right? If not and it’s a single model that gets fitted on the noisy image and tested on the noiseless image, then how can you estimate the level of noise fitting? ||G(C) - eta|| should be high if G(C) ~= x.",,arg_request,1
"Also, in this quote “In Fig. 4(a) we plot the Mean Squared Error (MSE) over the number of iterations of the optimizer for fitting the noisy astronaut image x + η (i.e., FORMULA ...” the formula doesn’t correspond to the text.",,arg_request,1
"And finally, the discussion of this figure makes claims about the behaviour of the model that seems to be too strong to be based on a single image experiment.",,arg_evaluative,0
I don’t get the details of the batch normalization used: with respect to which axis the mean and variance are computed?,,arg_request,1
The authors claim that the model is not convolutional.,,arg_fact,0
"But first, it’s not obvious why this would be a good thing (or a bad thing for that matter)",,arg_request,1
.,,none,0
"Second, it’s not exactly correct (as noted in the paper itself): the architecture uses 1x1 convolutions and upsampling, which combined give a weak and underparametrized analog of convolutions.",,arg_evaluative,0
"> The deep decoder is a deep image model G: R N → R n, where N is the number of parameters of the model, and n is the output dimension, which is typically much larger than the number of parameters (N << n).",,arg_fact,0
"I think it should be vice versa, N >> n",,arg_request,1
The following footnote,,arg_structuring,0
"> Specifically, we took a deep decoder G with d = 6 layers and output dimension 512×512×3, and choose k = 64 and k = 128 for the respective compression ratios.",,arg_fact,0
Uses unintroduced (at that point) notation and is very confusing.,,arg_evaluative,0
"It would be nice to have a version of Figure 6 with k = 6, so that one can see all feature maps (in contrast to a subset of them).",,arg_request,1
"I’m also wondering, is it harder to optimize the proposed architecture compared to DIP?",,arg_request,1
